X Y Z
0.040348 0.337459 1.800645
0.068490 0.215325 1.847627
0.093020 0.136869 1.860347
-0.251443 0.548916 2.427120
0.060276 0.149654 2.084978
0.003696 0.268669 1.867799
0.070524 0.181054 2.121870
0.093841 0.265090 1.925974
0.122110 0.191247 1.942883
0.166099 0.170065 2.076426
-0.043553 0.376038 1.799381
0.124075 0.113806 1.926925
-0.014276 0.231928 2.126463
0.028026 0.278051 1.871425
0.060127 0.178466 1.804329
0.040436 0.185678 1.938408
0.030291 0.077459 1.833056
0.077688 0.264858 1.864817
0.085894 0.049567 1.996636
-0.192785 0.488429 2.397831
0.049858 0.175969 1.817378
-0.046884 0.382246 1.795005
0.221392 0.456305 2.278138
-0.115127 0.156934 2.161680
0.121433 0.265353 1.877590
0.060396 -0.206416 1.884969
0.053740 0.168847 1.922303
0.019552 0.198289 2.103642
0.038610 0.055394 2.057309
-0.150975 0.193744 2.155605
-0.047489 0.182001 2.108743
0.080587 0.180733 2.077104
0.196790 0.177958 1.915109
0.017528 0.099908 2.056055
0.036088 0.155098 2.074684
0.048098 0.182449 1.820750
0.309312 0.007915 1.989043
0.060445 0.164206 1.934624
0.134099 0.209067 2.071883
0.075932 0.190945 1.787261
0.062242 -0.206514 1.885389
0.043629 0.184647 1.943811
-0.060008 0.201252 2.112542
-0.027529 0.073829 2.074451
0.076450 0.162061 1.913768
0.583834 0.201154 1.973076
0.427334 0.258857 2.124130
-0.048491 -0.083691 1.982097
0.097652 0.150857 2.057746
0.040425 0.191515 1.949867
0.009001 -0.007759 2.072080
0.036214 -0.200910 1.876421
0.024665 0.020938 2.082808
0.381166 0.482578 1.686443
0.036588 -0.201522 1.876140
0.368647 0.404854 1.645869
-0.019493 0.055107 2.124151
0.056731 0.184457 2.119944
0.422449 0.232245 2.011479
-0.025331 -0.115605 1.933336
0.023440 0.000806 2.091239
-0.025687 -0.116353 1.933010
-0.005114 -0.183337 1.861456
0.035658 -0.201809 1.875500
-0.052415 0.289157 2.264137
